address,bedrooms,full_bathrooms,half_bathrooms,type,surface,lot_surface,price
6686 Hathersage Ave Las Vegas NV 89139,4,2,1,Single Family Home,1655,1742,180000
10768 Windrose Point Ave Las Vegas NV 89144,3,2,0,Single Family Home,1833,6969,335000
3400 Cabana Dr Unit 1119 Las Vegas NV 89122,3,2,0,Condo/Townhome/Row Home/Co-Op,1196,,79999
2539 Winterwood Blvd Las Vegas NV 89142,2,2,0,Single Family Home,1526,6969,85000
5409 Aegean Way Las Vegas NV 89149,4,3,1,Single Family Home,3013,6969,300000
3420 Balanced Rock St Las Vegas NV 89129,4,3,1,Single Family Home,1983,1742,189900
714 Kenny Way Las Vegas NV 89107,3,3,0,Single Family Home,2782,20473,325000
8505 Copper Mountain Ave Las Vegas NV 89129,5,3,0,Single Family Home,3083,5227,299900
825 Antelope Way Las Vegas NV 89145,3,2,0,Single Family Home,1633,6969,118000
5106 Village Dr # 55 Las Vegas NV 89142,3,2,0,Condo/Townhome/Row Home/Co-Op,1240,2178,79000
4561 Sandirose Way Las Vegas NV 89122,3,2,0,Mfd/Mobile Home,1296,4791,59000
570 Rainbow Cyn # Bl Las Vegas NV 89124,1,1,0,Single Family Home,325,34412,125000
8556 Tellima Ct Las Vegas NV 89149,3,2,1,Single Family Home,1763,2178,194000
9524 Havasu Canyon Ave Las Vegas NV 89166,3,2,1,Single Family Home,1559,2178,169995
7363 Glorious Sun Dr Las Vegas NV 89178,3,2,1,Single Family Home,2241,4791,225000
1025 Ron Evans St Las Vegas NV 89145,4,3,0,Single Family Home,2120,6969,175000
3388 Saddlebrook St Las Vegas NV 89141,2,2,1,Single Family Home,2189,7840,439900
5267 Lisagayle Ct Unit 137 Las Vegas NV 89103,2,2,1,Condo/Townhome/Row Home/Co-Op,1213,,98888
9753 Villa Lorena Ave Las Vegas NV 89147,3,2,1,Single Family Home,1516,2178,159900
3943 E Reno Ave Las Vegas NV 89120,4,2,0,Single Family Home,2277,6534,160000
4025 Villeroy Ave Las Vegas NV 89141,4,2,1,Single Family Home,2460,3920,225000
7651 Villa De La Paz Ave Las Vegas NV 89131,5,4,1,Single Family Home,3117,12632,369900
Las Vegas NV 89110,3,2,0,Single Family Home,1357,6490,65000
9304 Chilly Pond Ave Las Vegas NV 89129,5,2,1,Single Family Home,2092,4791,235000
Las Vegas NV 89122,2,2,0,Single Family Home,1570,5662,210000
9329 Queen Charlotte Dr Las Vegas NV 89145,4,4,1,Single Family Home,4555,10454,1079000
3696 Poker Hand Ct Las Vegas NV 89129,3,2,1,Single Family Home,1380,2178,150000
3945 Clear View Dr Las Vegas NV 89121,3,2,0,Single Family Home,1743,5662,76000
7104 Big Rock Cir Las Vegas NV 89129,4,2,1,Single Family Home,2019,6969,249500
7709 Dusty Lynx Ct Las Vegas NV 89139,3,2,1,Single Family Home,2241,5227,161000
3460 Cactus Shadow St Unit 103 Las Vegas NV 89129,2,2,0,Condo/Townhome/Row Home/Co-Op,1054,,124000
6380 Elwood Mead Ave Unit 103 Las Vegas NV 89156,3,2,1,Condo/Townhome/Row Home/Co-Op,1685,871,142000
6698 Roanoke Ct Las Vegas NV 89148,4,3,0,Single Family Home,2415,4356,255000
5260 Surrey St Las Vegas NV 89119,4,2,0,Single Family Home,3284,18295,289900
4333 Val Dechiana Ave Las Vegas NV 89141,3,2,1,Single Family Home,2306,6534,339000
10517 Shanna Trellis Ave Las Vegas NV 89144,3,2,0,Single Family Home,1144,4356,175000
1414 Santa Margarita St # 6 Las Vegas NV 89146,2,2,0,Condo/Townhome/Row Home/Co-Op,1106,,75000
3835 Callahan Ave Las Vegas NV 89120,4,2,1,Single Family Home,2744,21780,349000
230 Mission Newport Ln Unit: 101 Las Vegas NV 89107,1,1,0,Condo/Townhome/Row Home/Co-Op,660,,47000
11441 Roncat Ct Las Vegas NV 89141,5,3,0,Single Family Home,3134,6534,344000
1984 Via Del Gradi Wk Henderson NV 89044,4,2,1,Single Family Home,2464,3049,328995
1908 Ludwig Dr Las Vegas NV 89106,6,2,0,Single Family Home,1829,7405,175000
8058 Torremolinos Ave Las Vegas NV 89178,3,2,1,Single Family Home,1569,2613,195000
2621 Cactus Hill Dr Las Vegas NV 89156,3,2,0,Single Family Home,1613,4791,142000
Las Vegas NV 89117,4,3,0,Single Family Home,2723,22651,519000
4613 Painted Cliffs Dr Las Vegas NV 89108,3,2,0,Single Family Home,1162,5662,113300
2508 Abarth St Las Vegas NV 89142,3,2,0,Single Family Home,1763,9147,139900
5453 Orange Dawn St Las Vegas NV 89122,3,2,1,Single Family Home,1319,1742,120000
1404 Virgil St Las Vegas NV 89110,4,2,0,Single Family Home,1092,6969,51900
10044 Long Barrow Ct Las Vegas NV 89148,3,3,0,Single Family Home,2515,5227,345000
10113 Cresent Creek Dr Las Vegas NV 89134,2,2,0,Single Family Home,1402,6534,204990
233 Zion Dr Las Vegas NV 89107,5,2,0,Single Family Home,1497,6098,99000
4361 De Silva Pl Las Vegas NV 89121,4,2,1,Single Family Home,3088,7840,267500
4536 Standing Bluff Way Las Vegas NV 89130,3,2,0,Single Family Home,1486,5227,169999
165 Chateau Whistler Ct Las Vegas NV 89148,5,3,0,Single Family Home,4066,12197,410000
10550 W Alexander Rd Unit: 2177 Las Vegas NV 89129,1,1,0,Condo/Townhome/Row Home/Co-Op,821,,68400
11037 Clarion Ln Las Vegas NV 89134,3,2,1,Single Family Home,3526,16553,779900
8930 Houston Ridge Ave Las Vegas NV 89178,3,2,1,Single Family Home,2196,4356,219900
3712 Connell St Las Vegas NV 89129,4,3,0,Single Family Home,2432,7840,255000
3109 Gavilan Ln Las Vegas NV 89122,2,2,0,Mfd/Mobile Home,1904,4791,96000
3912 Rive Gauche St Las Vegas NV 89115,2,2,0,Single Family Home,1000,3484,70000
5305 Great Horizon Dr Las Vegas NV 89149,4,4,0,Single Family Home,3574,10890,388888
4779 Laurel Canyon St Las Vegas NV 89129,4,3,1,Single Family Home,3048,20038,275000
11221 Shasta Ridge Ct Las Vegas NV 89135,2,2,1,Single Family Home,1616,3484,299900
145 Colbath St Las Vegas NV 89110,4,2,1,Single Family Home,1623,4356,69900
8517 Dakota Trace Ct Las Vegas NV 89131,5,3,0,Single Family Home,4064,11761,379000
5660 Divot Pl Las Vegas NV 89130,2,2,0,Condo/Townhome/Row Home/Co-Op,1416,7405,145000
905 White Falcon St Las Vegas NV 89144,4,3,1,Single Family Home,3260,6098,470000
3739 Northern Light Dr Las Vegas NV 89115,4,2,0,Single Family Home,1060,5662,85900
Las Vegas NV 89108,4,3,0,Single Family Home,1582,4356,160000
2777 Paradise Rd Unit 3801 Las Vegas NV 89109,5,7,2,Condo/Townhome/Row Home/Co-Op,8205,,8500000
8068 Imperial Treasure St Las Vegas NV 89139,2,2,1,Single Family Home,1187,2178,124900
1200 Mersault Ct Las Vegas NV 89144,4,3,1,Single Family Home,4428,13504,1275000
2813 Spalding Dr Las Vegas NV 89134,3,2,1,Single Family Home,2577,7840,457000
Las Vegas NV 89129,5,3,0,Single Family Home,4127,10890,410000
330 Maddelena Ave Las Vegas NV 89183,5,3,0,Single Family Home,2973,10454,319990
5416 Spencer St Las Vegas NV 89119,3,2,0,Single Family Home,1618,6969,85000
2200 Frontier Ave Las Vegas NV 89106,3,2,0,Single Family Home,1458,6534,140000
706 Roddenberry Ave Las Vegas NV 89123,3,2,0,Single Family Home,1473,4356,192000
2817 High Sail Ct Las Vegas NV 89117,7,6,1,Single Family Home,5199,17860,998000
1408 Greenbare Dr Las Vegas NV 89110,3,2,0,Single Family Home,1520,6098,85000
9237 Forest Meadows Ave Las Vegas NV 89149,4,3,0,Single Family Home,2948,4791,329900
42 Sawgrass Ct Las Vegas NV 89113,4,5,1,Single Family Home,7713,16988,1999000
4776 Woodridge Rd Las Vegas NV 89121,4,2,0,Single Family Home,1574,5227,139000
8081 Luna Sera Ave Las Vegas NV 89178,5,3,0,Single Family Home,4363,9583,529900
2367 Peaceful Sky Dr Henderson NV 89044,3,2,0,Single Family Home,1768,6534,249000
7228 Falling Timber Ct Las Vegas NV 89113,3,2,1,Single Family Home,1785,4791,210000
512 N 16Th St Las Vegas NV 89101,5,2,0,Single Family Home,1868,10019,128000
8604 Majestic Pine Ave Las Vegas NV 89143,4,2,1,Single Family Home,1784,4356,184900
3149 Batavia Dr Las Vegas NV 89102,3,2,1,Condo/Townhome/Row Home/Co-Op,1365,1742,87000
6634 Gilded Lantern Ave Las Vegas NV 89139,5,4,1,Single Family Home,5160,9147,625000
10421 Scotch Elm Ave Las Vegas NV 89166,3,2,1,Single Family Home,1789,2178,179948
6423 Swan Song Rd Las Vegas NV 89142,5,4,0,Single Family Home,2454,6098,225000
1917 Epte Poplars St Henderson NV 89044,3,2,1,Condo/Townhome/Row Home/Co-Op,1825,2613,250302
1 Hughes Center Dr Unit: 801 - D Las Vegas NV 89169,2,3,0,Condo/Townhome/Row Home/Co-Op,3515,,2499000
6733 Firewood Dr Las Vegas NV 89148,3,2,1,Single Family Home,1504,1742,174900
10167 Santa Lorena Ct Las Vegas NV 89147,3,2,1,Single Family Home,1514,2178,229000
2451 N Rainbow Blvd Unit 2131 Las Vegas NV 89108,2,2,0,Condo/Townhome/Row Home/Co-Op,1128,,85000
10335 Tranquil Breeze St Las Vegas NV 89183,3,2,1,Single Family Home,1230,1742,134900
6421 Plumcrest Rd Las Vegas NV 89108,3,2,0,Single Family Home,1221,4356,122500
2865 Barrow Downs St Las Vegas NV 89135,5,4,1,Single Family Home,3792,7840,645000
30 Castle Oaks Ct Las Vegas NV 89141,5,6,2,Single Family Home,8852,28750,3499000
5782 Day Hunt Trl Las Vegas NV 89113,3,2,1,Single Family Home,2036,4356,245000
8992 Casalvieri St Las Vegas NV 89113,3,2,1,Single Family Home,2973,18295,499999
4325 Avondale Ave Las Vegas NV 89121,3,1,0,Single Family Home,875,8712,50000
4650 Denaro Dr Las Vegas NV 89135,3,3,0,Single Family Home,2994,8712,525000
1598 Juniper Twig Ave Las Vegas NV 89183,5,3,0,Single Family Home,3987,6534,315000
5408 Kalmia Dr Las Vegas NV 89103,4,3,0,Single Family Home,2106,8276,269900
12274 Bluebird Canyon Pl Las Vegas NV 89138,5,3,0,Single Family Home,3144,6534,565000
201 N Buteo Woods Ln Las Vegas NV 89144,5,4,1,Single Family Home,3570,7840,620000
8615 Nature Scene Dr Las Vegas NV 89139,3,2,1,Single Family Home,1513,3049,175000
6868 Sky Pointe Dr Unit 1065 Las Vegas NV 89131,1,1,0,Condo/Townhome/Row Home/Co-Op,862,,70000
2404 Sunny Heights Dr Las Vegas NV 89134,3,3,0,Single Family Home,2260,7840,350000
4439 Selleck Ln Las Vegas NV 89120,4,3,0,Single Family Home,2327,7405,289900
8564 Calomeria Ct Las Vegas NV 89149,3,2,0,Single Family Home,1305,3920,155000
5139 Wyoming Ave Las Vegas NV 89142,4,2,1,Single Family Home,1789,6534,165000
10317 Juniper Creek Ln Las Vegas NV 89145,3,2,1,Condo/Townhome/Row Home/Co-Op,1893,3049,249900
2747 Paradise Rd Unit 3702 Las Vegas NV 89109,4,4,2,Condo/Townhome/Row Home/Co-Op,6421,,6500000
3430 Tanto Cir Las Vegas NV 89121,4,3,0,Single Family Home,4008,16117,557900
823 Painted Vista Ave Las Vegas NV 89123,2,2,0,Single Family Home,936,3049,141000
8214 Mount Logan Ct Las Vegas NV 89131,5,3,1,Single Family Home,4148,9583,558888
10115 Clark Wooldridge Ct Las Vegas NV 89129,3,2,1,Single Family Home,1944,6969,210000
5191 Pioneer Ave Apt 102 Las Vegas NV 89146,2,2,0,Condo/Townhome/Row Home/Co-Op,1105,,72000
6461 Za Zu Pitts Av Unit: 101 Las Vegas NV 89122,2,2,0,Condo/Townhome/Row Home/Co-Op,1218,1306,80000
5457 Aldama Rd Las Vegas NV 89122,2,2,0,Mfd/Mobile Home,1344,4791,50000
3450 Plan Las Vegas NV 89131,3,2,1,Single Family Home; Ready to build,3450,130680,429990
382 Rancho La Costa St Las Vegas NV 89138,4,2,1,Single Family Home,3332,7840,529900
5121 River Glen Dr Unit 144 Las Vegas NV 89103,2,1,0,Condo/Townhome/Row Home/Co-Op,816,,67500
1509 Linnbaker Ln Unit 203 Las Vegas NV 89110,2,2,0,Condo/Townhome/Row Home/Co-Op,1047,,62000
3726 S Rosecrest Cir Las Vegas NV 89121,5,4,0,Single Family Home,3258,15246,399000
8552 Gold Flash Ave Las Vegas NV 89129,4,3,0,Single Family Home,1985,3920,246900
2448 Desert Butte Dr Las Vegas NV 89134,2,2,0,Condo/Townhome/Row Home/Co-Op,1179,3049,164000
2941 Augusta Dr Las Vegas NV 89109,3,3,1,Single Family Home,4189,11326,975000
2460 Old Forge Ln Unit: 45 Las Vegas NV 89121,2,2,0,Condo/Townhome/Row Home/Co-Op,982,,49000
9050 W Warm Springs Rd Unit 2107 Las Vegas NV 89148,2,2,0,Condo/Townhome/Row Home/Co-Op,972,,114980
7500 Council Ave Las Vegas NV 89128,3,2,1,Single Family Home,1531,4791,179900
1124 Silver Stone Way Las Vegas NV 89123,5,3,0,Single Family Home,2390,5706,346500
Las Vegas NV 89178,5,3,0,Single Family Home,3399,6098,230000
3750 Las Vegas Blvd S Unit 2705 Las Vegas NV 89158,2,2,1,Condo/Townhome/Row Home/Co-Op,2998,,1975000
2053 Jade Creek St Unit 202 Las Vegas NV 89117,2,2,0,Condo/Townhome/Row Home/Co-Op,1079,2570,120000
1508 Ben Or St Unit 101 Las Vegas NV 89110,2,2,0,Condo/Townhome/Row Home/Co-Op,895,,60000
9451 Pioneer Ave Las Vegas NV 89117,4,3,0,Single Family Home,2119,4791,244988
3445 W Maule Ave Las Vegas NV 89118,3,3,0,Single Family Home,2321,21344,465000
352 Pine Haven St Apt 103 Las Vegas NV 89144,2,2,0,Condo/Townhome/Row Home/Co-Op,1248,,155000
4363 Cranbrook Cir Las Vegas NV 89103,4,2,1,Single Family Home,2117,6969,198900
4381 W Flamingo Rd # 1201 Las Vegas NV 89103,1,1,1,Condo/Townhome/Row Home/Co-Op,1220,,339000
9520 Corbett St Las Vegas NV 89149,4,3,0,Single Family Home,3096,22216,455000
3304 Big Sur Dr Las Vegas NV 89122,3,2,0,Mfd/Mobile Home,1614,4791,72900
6861 E Mesquite Ave Las Vegas NV 89110,6,7,0,Single Family Home,3313,23087,250000
8745 W Gilmore Ave Las Vegas NV 89129,4,2,0,Single Family Home,2604,7840,323700
8748 Country View Ave Las Vegas NV 89129,4,2,1,Single Family Home,1909,3920,250000
40 Sun Glow Ln Las Vegas NV 89135,4,4,1,Single Family Home,5632,13068,1999000
135 E Harmon Ave Unit 702 Las Vegas NV 89109,1,2,0,Condo/Townhome/Row Home/Co-Op,874,,259888
8379 Haven Cove Ave Las Vegas NV 89113,4,2,1,Single Family Home,2138,5227,250000
249 Pecos Way Las Vegas NV 89121,2,2,1,Condo/Townhome/Row Home/Co-Op,1320,1742,62500
5193 Sandstone Dr Las Vegas NV 89142,3,2,0,Single Family Home,1452,3920,135000
4209 Topsider St Las Vegas NV 89129,5,4,1,Single Family Home,3417,12197,450000
5925 Sierra Bonita Ct Las Vegas NV 89149,4,3,1,Single Family Home,2869,20909,440000
5149 Itasca Ln Las Vegas NV 89122,2,2,0,Mfd/Mobile Home,1008,5227,92000
121 Jon Belger Dr Las Vegas NV 89145,2,2,0,Single Family Home,1184,4791,139900
8716 Weed Willows Ave Las Vegas NV 89178,4,3,0,Single Family Home,2905,5227,328985
3151 Soaring Gulls Dr Unit: 2115 Las Vegas NV 89128,3,2,0,Condo/Townhome/Row Home/Co-Op,1109,,89900
5434 Pendini Point Ct Las Vegas NV 89141,3,2,1,Single Family Home,3073,12632,487500
4974 Killarney St Las Vegas NV 89122,3,2,0,Single Family Home,1244,6098,72900
3433 White Bark Pine St Las Vegas NV 89129,6,4,0,Single Family Home,3896,10019,371990
2300 E Silverado Ranch Blvd Unit 2100 Las Vegas NV 89183,2,2,0,Condo/Townhome/Row Home/Co-Op,960,,119888
6844 Nickel Mine Ave Las Vegas NV 89122,3,2,1,Single Family Home,1416,2613,144900
8878 Haviland Rd Las Vegas NV 89123,4,2,0,Single Family Home,1627,7840,202000
1621 Palmae Way Las Vegas NV 89128,2,2,0,Single Family Home,1374,4791,129900
4520 Townwall St Las Vegas NV 89115,3,2,1,Condo/Townhome/Row Home/Co-Op,1697,1306,156000
5309 W Rome Blvd Las Vegas NV 89131,3,2,1,Single Family Home,2757,49658,525000
3550 Plan Las Vegas NV 89131,5,4,0,Single Family Home; Ready to build,3550,130680,422990
9681 Granite Gorge Ct Las Vegas NV 89148,3,3,1,Single Family Home,1662,5662,199000
3008 Hazy Meadow Ln Las Vegas NV 89108,3,2,0,Single Family Home,1768,6534,175000
Las Vegas NV 89102,4,2,0,Single Family Home,1762,7840,214900
1449 Cottonwood Pl Las Vegas NV 89104,2,1,0,Single Family Home,902,6969,103500
8254 Oliver Twist Ln Unit Lot 11 Las Vegas NV 89113,3,2,1,Single Family Home,1408,2178,187190
4730 E Craig Rd Unit: 1056 Las Vegas NV 89115,2,2,0,Condo/Townhome/Row Home/Co-Op,974,,40000
11561 Whipkey St Las Vegas NV 89183,5,3,0,Single Family Home,2774,5227,219900
7982 Pomona Valley Ct Las Vegas NV 89178,4,2,1,Single Family Home,1686,3049,175000
3028 Teal Beach St Las Vegas NV 89117,5,4,0,Single Family Home,3694,6969,430000
2747 Paradise Rd Unit 2005 Las Vegas NV 89109,2,2,0,Condo/Townhome/Row Home/Co-Op,1556,,425000
123 Betty Ln Las Vegas NV 89110,3,2,0,Mfd/Mobile Home,1344,6534,63000
8328 Nelson Ridge Ln Las Vegas NV 89178,4,3,1,Single Family Home,3467,7405,422000
5383 Mountain Vista St Unit 16 Las Vegas NV 89120,3,2,1,Condo/Townhome/Row Home/Co-Op,1448,2787,104900
3978 Voxna St Las Vegas NV 89119,2,2,0,Condo/Townhome/Row Home/Co-Op,1364,1306,68500
5831 Rebecca Rd Las Vegas NV 89130,4,3,1,Single Family Home,2678,20473,350000
9140 Ironstone Ave Las Vegas NV 89143,4,2,1,Single Family Home,2490,6969,294900
8250 N Grand Canyon Dr Unit 2090 Las Vegas NV 89166,2,2,0,Condo/Townhome/Row Home/Co-Op,1094,1089,90000
270 E Flamingo Rd Unit: 230 Las Vegas NV 89169,1,1,0,Condo/Townhome/Row Home/Co-Op,692,,122000
8036 Shady Glen Ave Las Vegas NV 89131,3,2,0,Single Family Home,1615,4486,161000
4381 W Flamingo Rd # 2322 Las Vegas NV 89103,1,1,1,Condo/Townhome/Row Home/Co-Op,1220,,450000
7755 Dean Martin Dr Las Vegas NV 89139,3,3,0,Single Family Home,1798,20909,295000
7208 Harlow St Las Vegas NV 89131,3,2,1,Single Family Home,3408,12632,400000
7685 Hampton Willows Ln Las Vegas NV 89113,2,2,1,Single Family Home,1185,1742,89900
10634 Ostend Ave Las Vegas NV 89166,4,2,1,Single Family Home,2211,4356,244000
900 Heavenly Hills Ct Unit 107 Las Vegas NV 89145,2,2,0,Condo/Townhome/Row Home/Co-Op,1129,1132,99000
Las Vegas NV 89139,2,2,1,Single Family Home,1277,1742,148900
5454 Burkshire Dr Las Vegas NV 89142,3,2,0,Single Family Home,1090,3920,90000
6515 Shining Sand Ave Las Vegas NV 89142,4,2,0,Single Family Home,1521,5227,170000
7533 Lorinda Ave Las Vegas NV 89128,3,2,1,Single Family Home,1954,4791,189000
7736 Villa Andrade Ave Las Vegas NV 89131,5,4,1,Single Family Home,3691,6098,365000
9796 Waukegan Ave Las Vegas NV 89148,3,2,1,Single Family Home,2019,3920,199900
Las Vegas NV 89107,2,2,0,Condo/Townhome/Row Home/Co-Op,876,,47000
3356 Loma Linda Ln Las Vegas NV 89121,4,2,1,Condo/Townhome/Row Home/Co-Op,1800,1742,130000
3448 Bearpin Gap Ln Las Vegas NV 89129,3,2,1,Single Family Home,1419,1742,145000
5171 N Pioneer Way Las Vegas NV 89149,2,1,0,Single Family Home,1116,46609,320000
11001 Napa Ridge Dr Las Vegas NV 89144,3,2,0,Single Family Home,975,4791,164900
9601 Blowing Sand Cir Las Vegas NV 89117,4,3,0,Single Family Home,2363,6969,212800
1942 Country Cove Ct Las Vegas NV 89135,6,5,1,Single Family Home,3999,8276,998888
6037 Corbin Ave Las Vegas NV 89122,3,2,0,Single Family Home,1718,5662,254900
3726 Las Vegas Blvd S Unit 2707 Las Vegas NV 89158,1,1,0,Condo/Townhome/Row Home/Co-Op,843,,429988
633 Overview Dr Las Vegas NV 89145,5,3,0,Single Family Home,2808,10454,279000
10618 Bonnyhill St Las Vegas NV 89141,3,2,0,Single Family Home,2320,6969,305000
10410 Morning Drop Ave Las Vegas NV 89129,5,3,1,Single Family Home,2480,3920,225000
7777 W Craig Rd Las Vegas NV 89129,4,3,0,Single Family Home,2746,29621,400000
7015 N Jensen St Las Vegas NV 89149,7,5,1,Single Family Home,3555,45738,850000
6345 Enchanted Creek Pl Las Vegas NV 89122,4,3,0,Single Family Home,2171,4791,196000
6539 Rose Hill River Dr Las Vegas NV 89122,5,3,0,Single Family Home,1816,5227,100000
9569 W Cherokee Ave Las Vegas NV 89147,3,2,0,Single Family Home,1602,4356,224000
1028 Bird Springs Dr Las Vegas NV 89128,3,2,1,Single Family Home,1700,3484,129900
9986 Big Bow Springs Ct Las Vegas NV 89148,4,2,1,Single Family Home,1924,3484,199000
1991 Citroen St Las Vegas NV 89142,4,2,0,Single Family Home,1784,7840,116000
9650 Black Coyote Ct Las Vegas NV 89139,5,4,0,Single Family Home,4027,6098,429900
2615 Heritage Dr Las Vegas NV 89121,4,2,0,Condo/Townhome/Row Home/Co-Op,1830,2613,130000
425 Federman Dr Las Vegas NV 89123,3,3,0,Single Family Home,2177,7405,238000
10033 Canyon Dunes Ave Las Vegas NV 89147,4,3,0,Single Family Home,2454,7405,289999
9788 Rock Partridge Ct Las Vegas NV 89149,5,4,1,Single Family Home,4250,23087,552995
6165 E Carey Ave Las Vegas NV 89156,3,2,0,Mfd/Mobile Home,1680,6969,36000
298 Macsnap Ave Las Vegas NV 89183,4,3,0,Single Family Home,3221,10019,399000
10527 Peach Creek St Las Vegas NV 89179,4,2,1,Single Family Home,2314,5662,253500
200 W Sahara Av Unit: 604 Las Vegas NV 89102,2,2,0,Condo/Townhome/Row Home/Co-Op,1233,,319000
333 Maddelena Ave Las Vegas NV 89183,5,3,0,Single Family Home,2973,6098,319900
3059 Regal Cove St Las Vegas NV 89117,5,3,0,Single Family Home,3694,10890,425000
23 E Agate Ave Unit 501 Las Vegas NV 89123,1,1,0,Condo/Townhome/Row Home/Co-Op,786,,114900
6821 Neepawa Cir Las Vegas NV 89108,3,2,0,Single Family Home,2029,9583,159900
1505 Crystal Rainey Ave North Las Vegas NV 89086,5,4,1,Single Family Home,3804,6098,150000
2309 Plaza Del Prado Las Vegas NV 89102,2,2,0,Single Family Home,1805,4791,215000
7630 Grassy Bank St Las Vegas NV 89139,3,2,1,Single Family Home,1502,2613,166000
735 Greenbriar Townhouse Way Las Vegas NV 89121,1,1,1,Condo/Townhome/Row Home/Co-Op,1320,1742,49900
9408 Fontainbleu Dr Las Vegas NV 89145,4,4,1,Single Family Home,4414,11326,899000
10141 Iron Wood Peak Ave Las Vegas NV 89166,5,3,0,Single Family Home,2591,4356,279900
2035 Plan Las Vegas NV 89117,4,2,1,Single Family Home; Ready to build,2035,87120,264888
6272 Peach Orchard Rd Las Vegas NV 89142,4,3,0,Single Family Home,2368,4791,215000
4404 Shoen Ave Las Vegas NV 89110,3,2,0,Single Family Home,1134,6534,50370
10719 Dedham Ct Las Vegas NV 89129,3,2,1,Single Family Home,1721,2613,202000
3750 Las Vegas Blvd S Unit 4501 Las Vegas NV 89158,3,2,0,Condo/Townhome/Row Home/Co-Op,2126,,1274500
8539 Lakota St Las Vegas NV 89123,3,2,0,Condo/Townhome/Row Home/Co-Op,1421,3049,130000
6060 Wittig Ave Las Vegas NV 89131,2,2,0,Single Family Home,2188,49223,575000
5131 Pioneer Ave Apt 202 Las Vegas NV 89146,2,2,0,Condo/Townhome/Row Home/Co-Op,1105,2482,85000
6213 Amory St Las Vegas NV 89081,4,2,0,Single Family Home,2300,7405,203000
4846 Sorrento St Las Vegas NV 89121,3,2,0,Single Family Home,2652,9583,225000
4736 Regalo Bello St Las Vegas NV 89135,2,2,0,Condo/Townhome/Row Home/Co-Op,1168,7840,175000
6765 Wormwood Ln Las Vegas NV 89148,3,2,1,Single Family Home,1504,1742,169900
3845 Plan Las Vegas NV 89131,4,4,0,Single Family Home; Ready to build,3845,130680,432990
1629 Gatewood Dr Las Vegas NV 89108,3,2,0,Single Family Home,1416,6534,159900
9348 Pinnacle Cove St Las Vegas NV 89123,3,2,1,Single Family Home,2961,10454,324888
3931 Zodiacal Light St Las Vegas NV 89129,3,2,1,Single Family Home,1596,2178,220000
5336 Sunbury Ave Las Vegas NV 89122,3,2,0,Single Family Home,1100,7405,99999
8304 Woodland Prairie Ave Las Vegas NV 89129,4,2,1,Single Family Home,2812,6621,175000
5327 Masters Ave Las Vegas NV 89142,2,2,0,Single Family Home,1526,11326,165000
5275 Renault Ave Las Vegas NV 89142,8,4,0,Single Family Home,3464,7840,194999
10322 Artful Stone Ave Las Vegas NV 89149,4,2,1,Single Family Home,2355,7840,379950
1245 Strong Dr Las Vegas NV 89102,5,3,1,Single Family Home,4023,12197,499000
2877 Paradise Rd Unit 3402 Las Vegas NV 89109,3,3,1,Condo/Townhome/Row Home/Co-Op,4103,,3750000
710 Dike Ln Las Vegas NV 89106,3,1,0,Single Family Home,972,8276,80000
6001 Morro Bay Ave Las Vegas NV 89108,4,2,0,Single Family Home,1642,6098,149900
11283 Dolcetto Dr Las Vegas NV 89141,3,2,1,Single Family Home,1565,3920,199900
Las Vegas NV 89183,3,2,1,Single Family Home,1650,2613,179900
2323 Bildad Dr Henderson NV 89044,2,1,0,Single Family Home,1596,5227,245000
3668 Florrie Ave Las Vegas NV 89121,4,2,0,Single Family Home,1276,6534,78000
2775 San Martin Ct Las Vegas NV 89121,2,2,0,Condo/Townhome/Row Home/Co-Op,2118,3049,189000
7112 Bear Paw Creek St Unit 101 Las Vegas NV 89149,2,2,0,Condo/Townhome/Row Home/Co-Op,1183,1306,120000
2725 S Nellis Blvd Unit 1099 Las Vegas NV 89121,2,2,0,Condo/Townhome/Row Home/Co-Op,1029,2178,48000
2475 Plan Las Vegas NV 89179,5,3,0,Single Family Home; Ready to build,2475,130680,263900
4525 Dean Martin Dr Unit 2312 Las Vegas NV 89103,2,2,1,Condo/Townhome/Row Home/Co-Op,2189,,692500
369 Whispering Tree Ave Las Vegas NV 89183,7,4,1,Single Family Home,6050,16117,605000
205 E Harmon Ave # 46 Las Vegas NV 89169,2,2,0,Condo/Townhome/Row Home/Co-Op,1296,,174900
8013 Cimarron Ridge Dr Unit 201 Las Vegas NV 89128,2,2,0,Condo/Townhome/Row Home/Co-Op,1035,3049,120000
7255 W Sunset Rd Apt 1155 Las Vegas NV 89113,2,2,0,Condo/Townhome/Row Home/Co-Op,1046,,89900
7304 Savannah Falls St Las Vegas NV 89131,3,3,0,Single Family Home,2771,4356,275000
6904 Camp Fire Rd Las Vegas NV 89145,3,2,0,Single Family Home,1354,6969,121000
10011 Blairwood Ct Las Vegas NV 89178,5,3,1,Single Family Home,3919,6098,420000
8861 Red Fox Dr Las Vegas NV 89123,4,3,0,Single Family Home,2384,4356,160000
1886 Metallic Ct Las Vegas NV 89183,3,2,1,Single Family Home,1603,4356,225000
6036 Traviata Ave Las Vegas NV 89141,3,2,1,Single Family Home,1733,2613,120000
5912 Negril Ave Las Vegas NV 89130,4,2,0,Single Family Home,1947,7840,205000
Las Vegas NV 89131,3,2,1,Single Family Home,2264,37462,299000
