me,attachments,length,conversations,%from,%read,%starred,% contact replied,time contact reply,length contact reply,% me replied,time me reply,length me reply,in address book,important
"only",0,105,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,182,7,1.00,0.29,0.14,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,31,7,1.00,0.29,0.14,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","TRUE"
"only",0,137,18,1.00,0.78,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,55,7,1.00,0.29,0.14,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,443,19,1.00,0.74,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,325,19,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,59,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,306,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,21,20,0.95,0.90,0.05,0.00,18446744073709600000,0,0.05,18446744073709600000,0,"TRUE","FALSE"
"only",0,1092,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,115,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,172,5,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,496,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,763,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,341,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,456,2,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,234,4,1.00,0.25,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,487,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"bcc",3,90,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,421,20,1.00,0.35,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,181,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,119,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,341,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,325,4,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",1,1221,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,293,8,1.00,0.63,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,487,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,406,2,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,181,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,343,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,453,1,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,492,20,0.85,0.90,0.05,0.33,68439000,80,0.35,97180833,106,"TRUE","FALSE"
"bcc",0,564,3,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,835,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,232,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,383,1,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,96,17,1.00,0.12,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,278,20,1.00,0.35,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,26,20,0.95,0.90,0.05,0.00,18446744073709600000,0,0.05,18446744073709600000,0,"TRUE","FALSE"
"only",0,377,20,1.00,0.75,0.05,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,97,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,259,20,0.90,0.15,0.00,0.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,94,1,1.00,1.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,724,1,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,219,17,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,247,1,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,309,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,265,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,190,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,369,20,1.00,0.55,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,803,20,0.95,0.90,0.05,0.00,18446744073709600000,0,0.05,18446744073709600000,0,"TRUE","FALSE"
"only",0,130,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,99,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,265,1,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,429,19,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,925,3,1.00,1.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",1,77,12,1.00,0.92,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,286,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,223,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,299,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,76,16,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,1104,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,483,20,1.00,0.35,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,483,20,1.00,0.35,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,100,20,1.00,0.10,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,325,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,90,1,1.00,1.00,1.00,1.00,18446744073709600000,0,1.00,18446744073709600000,0,"TRUE","TRUE"
"bcc",0,136,1,1.00,1.00,0.00,1.00,18446744073709600000,0,1.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,105,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,116,2,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",2,116,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,97,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,1010,4,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,1010,4,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,135,1,1.00,1.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,281,20,0.95,0.90,0.05,0.00,18446744073709600000,0,0.05,18446744073709600000,0,"TRUE","FALSE"
"only",0,194,7,1.00,0.14,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,272,20,0.95,0.90,0.05,0.00,18446744073709600000,0,0.05,18446744073709600000,0,"TRUE","TRUE"
"only",0,57,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,268,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,261,20,1.00,0.10,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","TRUE"
"only",0,83,20,1.00,0.50,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,640,20,1.00,0.35,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"to",0,70,20,1.00,0.95,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,319,19,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,815,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,222,1,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,388,20,1.00,0.50,0.05,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,133,2,0.50,1.00,0.00,0.00,18446744073709600000,0,1.00,18446744073709600000,0,"TRUE","TRUE"
"only",0,340,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,617,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,780,1,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,88,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"to",5,52,10,0.80,1.00,0.00,1.00,752160000,128,0.63,89127200,76,"TRUE","TRUE"
"bcc",0,149,1,1.00,1.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,59,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,4,1,1.00,1.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","TRUE"
"only",0,230,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,100,1,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,181,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,411,20,1.00,0.50,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,223,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,252,9,1.00,1.00,0.22,1.00,18446744073709600000,0,0.22,18446744073709600000,0,"TRUE","TRUE"
"only",0,136,11,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,289,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,100,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,122,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,171,7,1.00,0.71,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,60,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,453,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,99,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,279,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,20,8,1.00,0.25,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",1,747,4,1.00,1.00,0.50,1.00,18446744073709600000,0,0.50,18446744073709600000,0,"FALSE","TRUE"
"only",0,51,20,1.00,0.10,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","TRUE"
"only",0,324,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"to",0,126,20,1.00,0.55,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,229,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,272,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,169,20,0.95,0.90,0.05,0.00,18446744073709600000,0,0.05,18446744073709600000,0,"TRUE","TRUE"
"bcc",0,586,1,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,969,7,1.00,0.14,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,370,1,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,360,4,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,225,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,319,16,1.00,0.06,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,342,19,1.00,0.74,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,387,7,1.00,0.14,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,144,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,169,20,1.00,0.40,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,1126,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"bcc",1,126,1,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,306,6,1.00,1.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","TRUE"
"only",0,676,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,220,1,1.00,1.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,152,1,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,207,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,96,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,339,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,173,11,1.00,0.18,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,312,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,67,20,1.00,0.50,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,436,20,1.00,0.50,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,123,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,109,7,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,119,20,0.95,0.95,0.00,0.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,150,10,1.00,0.40,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,194,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,354,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,88,20,0.95,0.90,0.05,0.00,18446744073709600000,0,0.05,18446744073709600000,0,"TRUE","TRUE"
"bcc",0,702,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,702,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,231,20,0.95,0.20,0.05,0.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,370,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,271,2,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,286,1,1.00,1.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,136,12,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,181,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,179,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,179,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,174,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,708,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,263,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,568,20,0.95,0.90,0.05,0.00,18446744073709600000,0,0.05,18446744073709600000,0,"TRUE","TRUE"
"only",0,549,20,0.95,0.90,0.05,0.00,18446744073709600000,0,0.05,18446744073709600000,0,"TRUE","FALSE"
"only",0,87,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,195,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,18,1,1.00,1.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","TRUE"
"only",0,407,19,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,285,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,98,5,1.00,0.60,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,327,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,284,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,121,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,58,2,1.00,1.00,0.50,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","TRUE"
"bcc",0,175,2,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,216,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,1095,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,106,20,1.00,0.20,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,213,20,0.95,0.95,0.05,0.00,18446744073709600000,0,0.16,18446744073709600000,0,"TRUE","FALSE"
"only",0,142,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,94,4,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,118,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,153,1,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,153,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,285,7,1.00,0.14,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,101,20,1.00,0.50,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,63,20,1.00,0.10,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","TRUE"
"only",0,126,1,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,51,17,1.00,0.18,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,176,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,181,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,162,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,156,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,221,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,334,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"to",4,228,7,0.71,1.00,0.00,0.00,18446744073709600000,0,0.40,18446744073709600000,0,"TRUE","TRUE"
"only",0,282,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,88,20,1.00,1.00,0.00,1.00,18446744073709600000,0,0.05,18446744073709600000,0,"TRUE","TRUE"
"only",0,293,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,131,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,116,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,128,20,0.50,1.00,0.05,0.40,7560750,59,0.70,151578857,34,"TRUE","TRUE"
"only",0,513,7,0.57,0.00,0.00,0.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,269,3,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,124,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,181,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,1039,4,1.00,0.75,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,169,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,890,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,307,1,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,67,20,1.00,0.10,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","TRUE"
"only",0,331,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,150,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,99,1,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,243,5,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,243,5,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,309,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,373,20,1.00,0.75,0.05,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,229,2,1.00,1.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",2,1,20,0.50,1.00,0.05,0.40,7560750,59,0.70,151578857,34,"TRUE","TRUE"
"only",0,323,10,1.00,0.70,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,64,20,1.00,0.10,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","TRUE"
"only",0,116,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,313,12,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,152,17,1.00,0.18,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
